EntrezGeneID	MCL1.DG	MCL1.DH	MCL1.DI	MCL1.DJ	MCL1.DK	MCL1.DL	MCL1.LA	MCL1.LB	MCL1.LC	MCL1.LD	MCL1.LE	MCL1.LF
319819	0	1	0	0	1	0	0	0	0	0	0	0
67671	58	40	50	43	29	18	42	33	28	32	13	11
117160	538	346	118	94	222	257	22	31	73	45	73	105
432611	32	30	15	18	26	17	0	1	0	0	0	1
286942	5	7	3	1	2	8	32	39	2	1	8	5
72014	0	13	4	2	2	1	8	18	8	12	13	7
217302	0	1	0	0	1	1	0	1	1	3	0	2
70355	729	662	687	620	636	492	688	808	707	639	776	844
217303	22	24	21	13	20	6	5	14	8	3	7	12
217304	0	0	0	0	0	0	1	2	0	0	0	0
387565	0	0	0	0	0	0	0	0	0	0	0	0
217305	2	1	2	0	1	1	0	0	0	0	0	0
140497	0	6	6	2	1	0	0	1	1	0	0	0
629970	0	0	0	0	0	0	0	0	0	0	0	0
100043123	0	0	0	0	0	0	0	0	0	0	0	0
100043125	0	0	0	0	0	0	0	0	0	0	0	0
382551	0	0	0	0	0	0	0	0	0	0	0	0
217306	0	2	0	0	0	0	1	0	0	0	0	0
58222	4	7	6	6	8	10	13	14	7	8	8	0
246746	0	0	2	2	0	0	0	0	0	0	0	0
26941	1771	1186	1113	687	591	625	3850	4419	5715	4740	3400	3201
66176	117	120	108	117	112	109	221	214	206	194	125	147
320534	180	131	117	121	181	206	174	177	182	160	246	306
14813	5	8	5	5	4	10	0	1	4	1	2	1
14149	210	110	110	69	65	95	214	233	137	121	110	103
328035	8	2	2	4	2	1	125	132	30	33	64	70
237987	0	0	0	0	0	0	0	0	0	0	0	0
16470	0	0	0	0	0	0	0	0	0	0	0	0
69602	0	2	4	7	6	7	0	2	0	1	1	0
217310	350	395	209	156	110	107	2116	2615	2497	2116	4214	4468
237988	1237	1353	1035	854	845	739	323	379	256	288	960	777
68572	286	241	295	273	260	257	501	455	393	337	320	377
71679	698	646	873	818	622	542	1011	926	690	686	589	604
70382	305	239	141	143	182	261	419	417	271	247	234	233
432613	0	0	0	3	2	0	0	0	0	0	0	0
100628623	0	0	0	0	0	0	0	0	0	0	0	0
217316	1	0	2	0	0	1	118	169	32	51	114	115
276905	169	138	60	81	68	61	174	205	111	129	32	41
50773	602	431	584	570	914	774	666	722	590	498	146	185
100503567	5	6	8	3	3	3	9	7	8	4	2	0
15374	4001	3199	2162	1587	1306	1304	2610	2791	1441	1210	613	550
170930	1206	1127	1051	985	867	878	1491	1339	1050	795	514	528
445007	1159	927	1084	769	629	637	1149	1152	859	520	525	539
260302	557	427	348	274	350	513	864	867	610	548	509	601
50529	742	659	677	516	401	389	913	938	919	696	634	697
69674	420	327	337	431	592	547	753	929	740	615	398	432
67283	211	148	121	102	127	133	219	257	153	147	108	106
14784	1528	1478	2189	2036	1257	1102	1724	1751	1352	1192	581	655
100503586	59	52	77	71	69	78	59	79	47	42	26	28
100043184	225	257	252	205	128	122	324	307	216	200	75	74
71947	897	845	1307	1371	2029	2106	661	840	757	683	394	445
140721	998	865	1471	1454	1654	1792	329	377	243	259	245	287
76265	332	298	418	432	424	456	286	289	281	203	171	175
217325	386	275	445	354	334	283	1193	1392	1633	1512	653	658
217328	1	9	66	73	21	26	6	3	7	2	1	0
100861625	2	1	8	11	5	5	1	1	0	0	0	0
170472	256	175	184	181	191	300	390	427	275	234	180	179
66528	5	1	4	1	1	4	41	38	22	9	2	4
68528	5	2	1	1	1	0	7	5	6	3	2	1
57230	724	816	694	548	485	479	1002	1042	763	651	223	254
100503650	9	3	5	7	7	4	13	9	3	7	1	2
192897	6473	4848	1254	1640	2133	2197	2432	2784	1548	1809	530	583
100038636	19	18	23	19	12	7	17	22	17	14	1	3
14635	532	400	742	699	411	327	829	768	688	565	335	270
100503677	13	13	10	15	7	7	12	27	12	22	18	12
15081	85	59	65	53	47	39	75	93	52	69	23	36
217331	456	366	235	209	236	320	729	896	361	284	258	236
70450	155	95	41	68	107	148	241	254	58	104	33	39
22378	1220	1127	1305	1277	1325	1427	2001	2245	1601	1534	1216	1113
217333	981	665	606	681	1175	872	2244	2140	735	685	75	77
338364	27	15	24	37	38	35	88	62	69	38	41	46
60441	644	537	510	384	240	268	1202	1096	1283	1010	467	466
217335	1290	1160	699	698	716	836	1695	1891	724	734	480	507
11430	2589	2487	1850	1465	1485	1417	3387	3832	3673	3916	1904	1962
69535	328	261	285	285	340	272	469	478	333	256	154	133
69681	18	18	17	11	15	9	19	17	20	8	2	2
14027	163	119	66	51	51	54	1063	1142	562	577	133	165
217337	1418	1244	1291	1066	919	908	1699	1743	1951	1591	1773	1894
14428	11	11	23	15	17	11	14	14	15	18	7	11
53413	766	648	821	787	787	802	742	658	503	419	253	292
15223	4498	2210	728	415	205	231	686	499	72	115	32	20
217340	39	29	24	16	10	7	21	27	3	5	9	10
319370	1019	793	676	545	461	501	1711	1854	1284	1187	492	370
217341	48	62	56	49	21	27	3	20	2	3	0	0
67763	1791	1743	2055	1583	1726	1727	1097	1179	870	752	300	324
20698	17061	18449	21041	19667	19201	16838	5490	6585	3512	3265	851	579
217342	2782	1975	1798	1374	1136	1186	1463	1540	999	857	351	361
11298	1	0	1	0	1	0	0	0	1	1	0	1
217344	2342	1549	1043	785	513	509	3331	3594	3822	3419	1258	1009
114886	177	186	300	315	163	131	25	47	10	10	10	8
100038570	5	6	6	10	7	3	7	9	6	13	5	0
66293	687	633	685	655	343	340	410	379	256	230	180	242
100216536	8	7	14	7	6	1	4	2	1	3	2	1
100216531	6	2	10	7	2	3	4	0	0	3	7	2
100216538	0	0	0	0	0	0	0	0	0	0	0	0
20446	663	688	282	253	326	420	737	782	606	973	1782	1870
634720	0	0	0	0	1	0	0	0	0	0	21	23
193217	0	0	0	0	0	0	0	0	0	1	11	3
20445	0	0	0	0	0	0	1	0	0	1	4	6
67622	342	266	136	125	162	160	85	91	16	14	8	7
107817	2544	1873	2060	1610	1412	1475	975	1091	987	902	434	416
74319	113	98	71	78	94	94	91	101	68	92	55	34
20382	16160	11768	9842	7669	5799	6550	11264	11554	7222	5919	4043	4329
69900	426	349	352	366	436	447	440	419	610	717	546	505
268510	0	0	0	0	0	0	2	0	0	0	0	0
76972	94	87	167	119	48	50	183	205	88	86	39	43
74136	2899	2600	1953	1966	2433	1905	3408	3513	1795	1692	2127	1733
53860	1639	1469	2710	2552	1261	1211	1914	2505	3589	2789	898	998
78403	4	3	1	2	1	6	15	11	0	4	0	2
217351	1993	1595	1379	1104	1329	1279	1023	1129	698	640	313	357
217353	1466	1411	1141	1139	1205	1260	920	1027	799	906	870	966
217356	133	114	147	136	110	122	81	97	23	31	27	36
77727	0	0	1	1	0	0	0	0	0	0	0	0
20973	1022	714	660	644	484	453	2731	2428	1752	1268	879	802
21877	240	229	181	134	35	26	330	358	143	80	212	154
71562	89	64	87	76	56	49	136	154	77	78	48	64
11799	117	119	98	81	26	23	288	318	295	187	361	262
546519	0	0	0	0	0	0	0	0	0	0	0	0
71776	78	67	72	56	61	69	112	160	71	109	38	44
100503754	13	11	10	9	6	12	7	12	1	1	4	3
12702	51627	33457	28903	36746	42418	47754	7117	7066	2617	2633	2990	5030
100861684	0	1	0	0	0	0	0	0	0	0	0	0
74451	981	903	946	877	790	715	1061	1198	1269	1099	1393	1507
69926	105	106	92	90	59	62	69	58	99	107	33	49
791367	12	7	9	12	7	10	7	16	12	16	9	6
100503797	0	4	1	0	3	0	0	0	0	3	0	0
19157	1198	984	912	714	606	608	833	1044	1505	1361	806	802
72344	2359	2290	2160	1413	755	851	1946	1997	1912	1586	585	635
21858	8423	8072	11762	10727	10685	9535	5619	5651	5584	7024	2037	2084
58251	32	33	66	51	38	30	13	16	86	128	10	6
100861706	0	0	0	0	0	0	0	0	0	0	0	0
19039	97	71	110	121	59	51	698	523	301	230	122	99
76025	464	371	450	465	568	585	771	788	588	526	396	354
56745	264	220	349	265	100	131	2368	1680	2645	2201	65	42
100126224	1	1	1	0	0	0	6	9	4	1	0	0
217364	130	98	71	65	56	78	149	139	163	105	150	162
52897	61	49	93	132	58	49	8	9	6	3	1	2
238011	0	0	0	0	0	0	0	0	0	0	0	0
12416	156	106	54	31	21	34	117	131	48	30	21	16
30951	132	74	59	45	53	91	117	149	75	61	47	51
12418	2827	1630	1407	1054	1152	1674	554	624	439	460	381	399
207592	920	747	828	789	728	767	672	845	164	131	125	133
207607	66	32	37	30	10	15	28	35	2	2	4	1
14387	2862	2850	3017	2498	2233	2211	1764	2157	2353	2255	1222	1226
192170	1059	986	1030	833	583	508	1276	1378	1031	889	413	408
170720	4	11	38	29	10	12	150	216	743	723	780	919
27029	344	245	265	268	263	298	309	254	234	201	177	205
268512	243	265	159	147	203	222	178	235	242	303	110	138
100316690	0	0	0	0	0	1	0	0	0	0	0	0
672511	3152	3224	3658	2271	2088	1337	4321	3939	3230	2198	2559	3219
338371	380	321	354	352	342	397	455	507	315	258	175	196
18164	2909	2019	3094	2532	1403	1486	44	64	8	12	2	4
100503830	2	0	7	5	1	3	0	0	0	0	0	0
74370	1149	855	1128	1009	770	787	1194	1145	1102	857	843	799
319454	2	1	0	2	0	0	39	34	1	1	2	1
208092	138	101	161	159	116	133	185	234	221	185	136	135
100861714	0	0	0	0	0	0	0	0	0	0	0	0
108100	8304	5618	4201	3740	4613	4242	4435	4687	3120	3536	810	750
11302	746	662	777	555	411	490	11	17	4	3	1	6
723844	0	0	0	0	0	0	0	0	0	0	0	0
100526518	0	0	0	0	0	0	0	0	0	0	0	0
12009	342	258	363	264	227	336	370	381	336	326	152	156
78777	176	121	115	110	124	117	205	279	153	179	125	172
208501	184	135	174	124	126	111	205	197	159	117	77	81
72055	3171	2535	2152	2016	2302	2301	3495	3844	3395	2736	4510	4612
100861721	3	5	0	6	2	6	1	3	7	5	9	10
76377	2	0	1	0	0	1	2	4	0	0	0	1
100042332	23	20	27	22	38	30	59	69	25	21	16	14
268515	1044	598	463	332	384	470	597	585	432	309	246	281
100503912	8	4	5	3	6	5	9	10	2	6	3	6
100503938	5	0	2	4	1	2	2	1	1	3	1	0
11465	2021	2068	2442	2598	2082	2285	3160	3644	2893	3104	1073	1127
66838	29	45	56	49	36	49	50	49	27	23	2	8
238021	37	39	46	37	60	35	15	18	24	23	5	5
71885	527	460	411	356	353	332	539	674	506	428	215	245
217365	1530	1278	1587	1351	1151	1114	2130	2534	2474	2225	1521	1374
208634	0	0	2	0	0	0	0	0	0	0	1	2
18588	1	0	0	0	0	0	3	3	3	0	2	0
66431	21	16	18	32	19	23	43	50	32	25	7	9
67291	757	872	756	585	276	247	724	662	448	367	182	195
70317	121	151	127	125	127	125	123	111	65	44	36	17
15239	1036	1080	953	910	946	832	1523	1847	1274	1260	534	620
56282	387	395	411	323	157	172	520	574	934	642	659	776
100861766	11	4	19	13	7	6	8	6	7	6	12	7
27376	381	308	369	238	153	206	1556	1693	3619	3083	3678	3943
667716	0	2	0	0	0	0	0	0	0	0	0	0
14527	4	3	2	2	1	1	1	2	1	1	0	0
192173	763	561	787	649	608	567	882	812	1077	848	465	524
68701	2	0	0	0	0	2	3	0	1	2	1	1
100504013	16	13	9	5	6	23	4	1	1	1	3	1
18453	12264	10662	7982	6543	5289	4889	10424	10954	13022	11237	15653	16361
192662	5400	4777	4204	3877	3647	3455	7440	7987	7194	6409	2981	2879
21681	1430	1253	831	654	499	485	1228	1114	715	595	351	317
66156	810	696	905	913	736	770	628	691	435	328	250	187
208990	6	8	8	7	7	10	4	7	4	1	2	3
68671	702	581	540	400	844	839	854	931	1022	841	1227	1333
209011	468	335	211	214	303	379	781	884	562	615	360	431
17134	1337	1245	1628	1310	821	815	1349	1589	1213	1100	556	500
100504040	145	228	196	157	97	91	154	158	154	139	48	23
209027	98	74	109	80	39	45	95	102	249	203	384	366
68515	0	0	0	0	0	1	1	0	0	0	0	0
77583	12	14	7	2	2	0	0	1	6	4	0	0
68938	643	521	564	482	461	504	886	947	1034	980	435	486
20892	205	190	230	223	174	154	425	442	390	305	385	316
217366	1465	1079	1071	950	949	1170	1362	1458	1251	995	640	726
170758	240	206	382	263	298	299	688	618	471	399	68	68
67880	155	112	208	155	162	142	842	952	1545	1168	303	300
12409	1662	1611	5607	5110	5215	4600	3212	2391	1473	1401	166	138
111241	1807	2918	2455	1807	784	523	4795	6489	4198	3752	453	320
19719	929	886	1091	901	704	704	575	611	964	763	580	569
209318	1399	1130	1352	1179	888	817	1106	1077	1239	997	897	865
68730	439	366	468	327	304	338	630	648	880	574	599	670
100861787	22	11	13	10	6	10	2	0	6	11	29	23
14104	9737	7287	7960	5536	5924	5211	7828	7120	42276	34806	120727	138746
71276	174	134	81	70	95	109	185	181	150	121	103	63
80879	434	423	111	136	92	84	36	43	9	14	1	3
104318	9904	10581	8359	7445	5519	5038	7806	8478	6613	6164	1721	1672
12516	3	9	16	5	1	1	1	3	5	0	13	18
58210	170	343	188	181	145	155	287	347	319	369	1015	1060
209588	257	268	191	131	62	60	592	506	971	928	3170	2710
637008	36	45	33	30	26	19	33	40	21	32	12	13
70956	0	0	0	0	0	0	0	1	0	0	2	0
73679	4	1	0	0	1	1	0	1	0	5	0	1
217369	2	0	1	1	1	0	0	0	0	0	0	0
66179	293	178	191	127	108	115	262	258	312	271	239	250
238023	215	171	177	137	142	144	276	276	189	161	118	143
217370	546	542	371	313	418	420	600	640	607	545	315	286
67608	776	523	386	231	442	398	268	325	590	464	402	361
68837	1681	1292	1407	1195	1249	1221	1371	1540	1248	900	1043	1101
66840	2398	2393	2406	2091	1529	1315	1915	2003	1830	1514	733	727
217371	39	36	86	73	88	77	33	38	50	58	41	58
238024	20	21	27	19	25	27	46	45	45	44	73	70
63828	4	7	4	8	3	5	28	22	166	170	170	197
108903	856	681	627	589	561	504	1118	1187	820	780	379	351
319530	54	54	99	65	6	2	1292	1608	2434	2604	698	628
210004	149	159	158	133	101	117	180	229	106	115	85	71
210029	362	330	352	385	262	214	203	239	403	306	100	43
74675	0	0	0	0	0	0	5	0	0	1	0	0
674842	5	8	1	2	1	2	10	6	2	4	2	4
74173	320	313	270	224	212	237	311	390	271	219	121	129
19325	7115	7513	8490	7136	6541	5499	5460	6088	4517	3894	2510	2651
16570	1069	905	572	582	753	775	283	308	41	55	20	15
100043040	34	43	38	31	23	33	31	23	10	11	18	10
75302	983	808	776	553	679	679	908	916	980	770	510	605
13528	1045	958	1031	939	912	901	910	963	1206	1033	679	632
100503871	4	8	12	10	1	3	3	9	2	7	4	3
13435	1869	2016	2531	2103	2448	2048	1082	1231	909	917	614	636
100038522	0	1	0	0	0	0	3	0	0	0	0	0
18976	2	2	2	4	2	2	2	3	1	0	1	0
668212	101	89	50	43	35	52	24	29	9	6	13	13
217378	635	471	522	513	397	426	474	440	162	154	55	64
104111	661	616	553	525	495	521	84	118	34	23	7	6
52504	86	74	73	60	77	90	118	140	96	104	80	65
69709	293	204	323	309	306	271	313	316	340	279	249	256
17977	2740	3020	3546	3276	3406	3154	1292	1338	858	928	645	655
100041995	0	0	2	3	2	0	0	0	0	0	0	0
100042014	15	15	17	10	8	18	16	12	10	12	7	4
20403	1889	1822	1787	1610	2301	2180	1669	1817	1331	1468	881	1050
74855	1	1	2	5	5	2	2	0	7	2	1	3
207921	5	13	25	29	8	10	11	12	9	6	5	1
382562	5	1	4	1	0	0	1	5	2	3	2	0
626534	3464	3287	3643	3208	2936	2380	2209	2358	1668	1434	813	663
66055	721	669	657	705	591	454	986	995	640	538	352	373
14226	72	94	58	64	80	93	19	40	6	10	1	1
238037	96	68	99	87	72	67	38	50	13	19	23	20
432628	35	25	33	28	26	18	52	45	53	42	27	23
217379	849	726	920	878	816	768	1109	1134	1663	1533	1477	1525
320817	1183	1050	959	730	1032	1157	1157	1155	1106	1027	668	761
208439	1627	2183	2845	2220	1543	1940	13	18	227	150	189	191
72669	23	20	60	52	45	41	0	0	32	36	38	77
672098	0	0	0	0	0	0	0	0	0	0	0	0
73575	0	0	0	0	0	0	0	0	0	0	0	0
238055	0	0	0	0	0	0	1	0	0	0	0	0
68832	606	535	613	691	590	632	741	724	1401	1207	932	904
238057	1	1	4	6	2	4	2	0	1	1	0	0
58240	76	59	88	93	101	133	88	120	87	85	60	34
724112	4	3	3	1	1	4	1	3	1	0	0	0
11852	11170	8787	6759	6674	10102	11308	9230	10742	5959	6945	2192	2156
328059	0	0	0	0	0	0	0	0	2	0	0	0
80913	4492	4249	5001	4470	3873	3735	3978	4509	3336	3152	1846	1662
208941	18	17	10	2	5	18	5	13	2	10	3	3
20969	4314	4688	1858	1564	1433	1289	1854	2572	1125	905	485	489
100862277	1	1	0	1	0	1	0	0	0	0	0	0
319503	1	2	0	0	1	4	3	5	2	6	0	0
17775	13051	12293	17669	16794	13795	12042	10514	10528	6068	5562	2839	2930
17182	5	2	3	0	0	1	3	0	0	0	0	0
74682	696	571	468	459	577	558	396	354	93	77	71	52
75516	59	49	69	94	51	57	64	88	164	132	170	183
69420	0	1	1	0	0	1	0	0	0	0	0	0
23967	546	379	530	481	680	1209	7	22	3	3	4	8
70881	0	0	0	1	0	0	1	1	0	0	0	1
105014	119	107	143	132	192	230	146	156	99	108	135	106
238074	723	658	857	777	651	609	597	555	427	356	205	192
71457	0	0	0	0	0	0	0	0	0	0	0	0
238076	17	9	4	10	3	2	110	193	4	2	4	8
56184	0	0	0	0	0	0	0	0	0	0	0	0
73304	0	0	0	0	0	0	0	0	0	0	0	0
209334	72	72	92	59	76	40	51	53	43	33	65	44
67241	1725	1694	1753	1482	1400	1184	1097	1049	682	538	560	492
26950	676	455	278	503	1037	872	1	4	1	0	0	1
74712	0	2	0	0	0	0	0	0	0	0	0	0
209550	15	19	13	12	9	9	0	1	2	0	0	0
628327	10	3	2	5	6	5	14	10	10	4	2	1
627110	238	181	90	74	126	118	317	327	366	453	46	36
76820	1012	973	1884	2210	3176	2906	275	205	18	18	8	6
70858	1	5	3	4	1	2	1	0	0	0	0	0
18109	161	157	63	72	34	45	29	16	5	5	2	0
104721	2492	1883	2122	1808	1662	1402	2654	2576	2562	1995	1791	1907
71169	1080	817	1201	1063	1622	1357	931	908	1067	860	1094	1177
105005	1057	1232	858	984	983	831	1215	1692	186	167	106	87
791361	0	0	0	0	0	0	0	0	0	0	0	0
73972	0	0	0	0	0	0	0	0	0	0	1	0
217410	240	254	212	129	103	120	1001	1300	1511	987	98	78
14245	809	582	842	494	608	555	3421	2430	8454	8021	15814	14666
18217	0	0	0	0	0	0	0	0	1	1	2	2
268527	24	103	26	6	3	0	18	13	1	1	1	0
50496	484	494	697	536	392	322	628	560	627	656	188	226
19878	3737	4220	6204	5824	5160	4242	3469	3825	3357	3940	1036	1085
217430	401	403	306	316	514	457	298	326	42	69	26	33
73667	11	10	3	7	5	5	3	5	3	7	1	0
382571	18	14	19	23	32	48	7	19	3	2	1	0
71853	6550	5584	4511	3507	2490	2186	6030	6875	6104	4976	4560	4542
68775	200	218	477	272	67	77	630	920	3607	4212	368	354
217431	901	953	854	742	554	488	827	878	558	504	195	243
100526470	0	0	0	0	0	0	0	0	0	0	0	0
100503365	0	0	0	0	0	0	0	0	0	0	0	0
18263	8536	10141	9894	6889	3338	2457	4969	3743	4775	4520	13795	13192
53602	446	371	329	215	219	291	919	864	217	151	79	66
668525	108	97	63	59	62	72	126	116	50	52	22	35
245297	61	59	55	41	35	41	63	63	76	49	8	12
668539	0	0	0	0	0	0	0	0	1	0	0	0
100043324	255	246	235	214	207	240	228	257	263	244	96	106
236366	2	4	3	0	5	0	1	2	0	2	1	1
668558	8	12	7	4	4	7	10	8	4	1	2	4
668413	2	3	1	3	0	2	4	1	1	0	0	1
546524	3	1	0	1	1	2	7	5	0	0	0	1
544848	1	2	1	1	0	0	1	0	0	0	0	0
629055	0	1	0	0	0	0	0	1	0	0	0	0
100042706	1	0	1	1	0	0	0	0	1	0	0	0
100042727	0	0	0	0	0	0	0	0	0	0	0	0
668605	0	0	0	0	0	0	0	0	0	0	0	0
100861711	81	39	29	28	32	41	55	35	23	22	8	8
668455	33	40	48	32	18	24	40	46	34	34	20	25
100503846	0	0	0	0	0	0	0	1	0	0	0	0
675713	3	3	2	0	4	3	3	4	1	5	0	1
69513	1	4	1	2	3	2	0	1	1	0	0	0
382686	11	7	2	6	3	5	4	2	1	1	0	0
100503913	3	3	3	1	1	2	1	3	3	3	0	0
211914	1254	1185	888	675	951	1014	811	780	690	698	423	406
16413	303	296	457	449	566	497	183	210	302	247	228	237
54451	864	644	787	658	626	614	1027	911	778	632	530	580
67732	237	268	244	245	189	206	291	316	217	237	157	144
11491	1258	1160	1138	1073	994	870	1277	1326	988	856	604	610
22630	5009	4553	4683	4389	4413	4053	4428	4073	2179	2027	979	899
100043407	17	8	14	14	45	42	24	27	10	6	10	8
628850	21	11	13	7	11	8	12	9	6	3	0	4
434693	504	496	471	397	187	162	566	494	458	358	199	189
100043416	12	5	10	4	3	1	11	16	8	1	1	2
69732	22	14	22	13	10	7	20	8	5	4	2	2
100862386	0	0	0	0	0	0	1	0	0	0	0	0
668662	36	21	32	15	12	9	31	29	15	12	4	4
100861601	17	6	7	7	12	6	20	15	0	2	0	3
66808	9	9	7	4	3	5	12	5	6	4	1	1
668714	3	2	3	3	2	5	7	4	5	4	1	3
21340	337	270	248	262	320	342	278	245	188	166	135	114
195733	265	283	247	135	32	45	1425	1435	1678	1550	794	750
194655	1510	1278	2225	1617	1043	1354	1508	1698	1700	1192	270	290
12879	31	21	19	24	13	15	1	1	1	0	0	1
20135	1028	1062	1204	965	301	230	573	606	643	378	1249	1011
100861907	0	0	0	0	0	0	0	0	0	0	0	0
67216	363	453	865	673	544	438	519	575	294	312	97	73
77480	2043	2313	3911	4122	4254	3804	2190	2606	2157	2844	1370	1450
15902	2740	2097	2698	2556	1890	1919	1234	1273	1570	1365	641	1012
432641	1	4	37	39	52	27	0	2	0	0	1	1
100502727	0	0	0	0	0	0	0	0	0	0	0	0
74930	0	0	0	0	0	0	0	0	0	0	0	0
108089	257	319	373	394	171	197	72	90	5	10	4	2
58185	44	37	35	43	45	34	43	40	36	40	59	66
22169	74	61	72	39	63	48	66	100	177	248	1065	1096
100504347	0	0	0	0	0	0	0	0	0	0	0	0
636791	0	0	0	0	0	0	0	0	0	0	0	0
20666	57	70	290	74	86	80	6	10	15	10	2	1
328069	0	0	0	0	0	0	0	0	0	0	0	0
68511	0	0	0	0	0	0	0	0	0	0	0	0
94041	0	0	0	0	0	0	0	0	0	0	0	0
71693	29	30	6	6	3	6	9	7	4	10	2	1
20115	1156	1381	1242	1020	600	557	1675	1685	1282	1097	409	398
19819	208	181	158	152	141	158	253	240	130	96	117	132
104923	543	505	691	676	504	475	961	874	1185	1046	679	648
217449	595	498	599	643	676	720	491	517	494	454	319	326
380752	251	158	193	176	233	236	297	271	305	310	200	181
100504402	0	0	0	0	0	0	0	0	0	0	0	0
17933	0	0	3	0	3	6	1	2	1	0	0	3
328075	0	0	0	0	0	0	0	0	0	0	0	0
69675	4812	6205	10063	9320	8888	8734	2111	2338	1505	1242	511	493
22018	0	4	8	10	3	9	2	8	1	2	2	7
268534	120	125	161	167	117	115	42	51	6	5	8	9
69566	0	0	0	0	0	0	0	0	0	0	0	0
211986	402	368	522	588	568	627	266	233	228	185	220	233
100294583	6	16	4	4	2	2	4	1	0	0	0	0
11431	79	75	114	91	94	79	135	143	91	69	61	66
24057	132	135	134	145	170	182	296	350	250	405	68	65
104943	473	414	258	235	201	183	1711	1828	888	818	204	150
629667	0	0	0	0	0	0	0	0	0	0	0	0
16777	13093	12835	17500	14050	13475	10684	2377	1853	1359	1826	1098	1301
13382	1901	1743	2279	1783	1560	1518	2252	2413	2797	2287	2654	2633
13487	1	0	0	0	0	0	0	0	0	0	0	0
104836	586	459	415	296	201	259	599	588	406	362	140	131
23985	0	0	0	0	0	0	0	0	0	0	0	1
12033	717	617	812	739	585	583	368	360	222	137	128	110
71916	70	40	59	44	31	36	89	68	47	46	44	40
238123	423	393	444	490	428	399	446	451	425	363	389	383
73010	1	0	0	0	0	0	0	0	0	0	0	0
73389	2388	1913	2187	1842	2591	2713	2064	2392	1980	1967	1399	967
19088	387	416	456	442	317	352	859	899	274	277	138	129
100504461	0	0	0	0	0	0	0	0	0	0	0	0
30955	5	16	1	7	0	2	418	575	13	8	8	6
100504475	0	0	1	3	3	2	2	3	2	1	1	1
72123	363	254	198	138	159	149	666	749	539	546	112	98
59027	4862	4383	5524	3834	3943	3183	2013	1951	3115	2677	3009	3053
100504486	157	84	85	74	100	115	41	29	26	37	30	74
74076	3	4	18	17	10	11	2	8	5	13	8	11
19027	2289	2178	4147	3717	2859	2593	2742	2774	2757	2591	1744	1746
68764	0	1	0	6	2	1	0	0	0	0	0	3
320046	109	84	184	153	113	101	6	2	1	10	2	7
380753	733	718	939	950	736	715	245	295	349	353	229	246
100504517	1	0	1	1	0	2	1	0	0	2	0	2
75040	2	0	0	0	0	0	0	0	0	0	0	0
28071	461	490	600	444	232	181	402	384	379	321	191	191
114712	0	0	0	0	0	0	0	0	0	0	0	0
22160	53	52	32	56	19	25	9	12	4	0	1	3
100861990	1	0	0	1	1	0	0	0	0	0	0	0
79221	12	18	3	5	5	3	2	1	0	0	0	0
75456	0	0	0	0	0	0	0	0	0	2	0	0
217463	765	700	1082	941	1409	1280	919	1045	711	642	805	871
100169866	2	2	0	5	3	0	4	5	2	2	4	2
751520	0	0	0	0	1	0	0	0	0	0	0	0
11622	2135	1567	2417	1667	1074	981	805	998	1181	980	160	163
71581	29	11	5	3	1	6	1	0	1	1	0	0
403205	2	1	2	5	33	26	11	18	8	22	0	0
23795	1	0	0	0	0	0	1	1	2	4	5	11
66109	378	444	104	89	83	87	1453	2523	167	248	483	460
100862018	0	0	0	0	0	0	6	12	0	0	2	1
432649	117	99	178	149	95	83	197	165	165	155	115	96
66912	3020	2578	3130	2523	1999	1613	3695	4457	2530	2376	1242	1169
217473	475	304	393	427	554	586	385	392	246	227	184	231
71156	0	0	0	0	0	1	0	0	0	0	0	0
66042	598	526	1151	1679	1234	1464	9	9	5	4	2	4
75847	171	173	205	207	204	210	156	182	137	129	65	75
100628578	0	0	0	0	0	0	0	0	0	0	0	0
17286	94	137	21	24	40	34	10	27	3	1	5	4
319660	44	54	51	61	43	37	54	47	57	49	89	92
217480	38	41	9	21	3	4	1	5	0	0	0	0
73867	0	0	0	0	0	0	0	0	0	0	0	0
14009	218	238	320	249	315	340	82	90	3	3	1	1
11861	861	739	856	629	476	504	1027	993	791	779	1144	1517
20259	117	108	39	45	16	19	835	794	282	185	103	88
380755	9	10	9	8	9	7	9	13	7	6	1	7
15982	19491	18797	27019	24121	19250	15293	23490	21142	26245	25419	10869	7484
100316693	18	12	23	27	13	21	31	45	30	35	36	37
629820	0	3	3	2	2	2	5	1	2	3	3	1
246196	370	310	288	217	261	270	523	569	467	398	155	145
238130	367	338	234	296	307	367	178	175	208	184	141	116
93757	49	64	85	69	48	31	45	39	35	23	5	8
16981	17	35	72	58	47	63	1	1	0	0	0	1
27362	6613	4698	4039	2999	4020	3932	1398	1405	935	1016	1416	1302
100039062	210	200	229	196	93	60	151	147	87	75	55	66
67452	1373	1334	1579	1437	1532	1605	1447	1670	2567	2278	1261	1200
319504	135	112	314	791	362	273	4	7	10	22	24	23
217517	411	360	250	320	189	213	1121	1201	401	368	258	254
664883	11	18	9	7	5	1	6	6	0	1	0	2
217536	415	392	342	220	250	296	328	313	338	349	222	174
15228	1	3	0	0	1	0	0	0	0	0	0	0
67293	0	0	0	0	0	0	0	0	0	0	0	0
620583	0	0	0	0	0	0	0	0	0	0	0	0
69054	0	0	0	0	0	0	0	0	0	0	0	0
18760	560	465	632	590	701	641	147	182	69	61	28	20
